customer_id,age,gender,tenure_months,monthly_usage_minutes,signup_date,is_churned,monthly_revenue,campaign_group,converted
713,27,Male,8,358,2022-09-06 23:14:37.038519260,0,34.2,treatment,1
714,43,Male,3,478,2022-09-07 07:38:08.944472236,0,11.36,control,0
715,36,Female,9,297,2022-09-07 16:01:40.850425212,0,20.6,treatment,1
716,56,Male,2,309,2022-09-08 00:25:12.756378188,0,37.84,treatment,0
717,20,Male,2,466,2022-09-08 08:48:44.662331164,0,24.65,treatment,0
718,62,Female,13,207,2022-09-08 17:12:16.568284144,0,18.84,control,0
719,30,Male,15,498,2022-09-09 01:35:48.474237120,0,35.13,treatment,1
720,67,Male,23,525,2022-09-09 09:59:20.380190096,0,30.01,control,0
721,45,Female,12,417,2022-09-09 18:22:52.286143072,1,27.65,treatment,0
722,37,Female,4,414,2022-09-10 02:46:24.192096048,0,42.07,treatment,1
723,45,Female,8,316,2022-09-10 11:09:56.098049024,0,40.7,control,0
724,25,Male,9,467,2022-09-10 19:33:28.004002000,0,28.5,control,0
725,58,Female,23,434,2022-09-11 03:56:59.909954976,0,35.78,control,0
726,56,Male,5,307,2022-09-11 12:20:31.815907956,0,12.09,control,0
727,18,Female,20,360,2022-09-11 20:44:03.721860932,0,38.75,control,0
728,20,Male,18,384,2022-09-12 05:07:35.627813908,0,21.31,control,0
729,30,Female,11,360,2022-09-12 13:31:07.533766884,1,22.94,treatment,0
730,45,Female,15,263,2022-09-12 21:54:39.439719860,0,15.72,control,1
731,66,Female,22,469,2022-09-13 06:18:11.345672836,0,15.1,treatment,1
732,42,Female,9,375,2022-09-13 14:41:43.251625812,1,19.58,treatment,0
733,50,Male,17,401,2022-09-13 23:05:15.157578788,0,35.05,treatment,1
734,55,Female,12,342,2022-09-14 07:28:47.063531764,0,23.87,treatment,0
735,23,Female,7,447,2022-09-14 15:52:18.969484744,0,36.84,treatment,1
736,61,Male,10,419,2022-09-15 00:15:50.875437720,0,25.24,control,1
737,62,Female,10,521,2022-09-15 08:39:22.781390696,0,32.59,treatment,1
738,49,Male,13,448,2022-09-15 17:02:54.687343672,0,26.14,treatment,1
739,62,Female,19,379,2022-09-16 01:26:26.593296648,0,29.04,treatment,0
740,64,Female,11,326,2022-09-16 09:49:58.499249624,1,30.16,control,0
741,38,Female,13,486,2022-09-16 18:13:30.405202600,0,23.92,control,0
742,33,Male,21,371,2022-09-17 02:37:02.311155576,1,28.07,control,1
743,38,Female,8,382,2022-09-17 11:00:34.217108556,1,19.47,control,0
744,28,Female,8,382,2022-09-17 19:24:06.123061532,0,26.69,treatment,0
745,54,Female,4,359,2022-09-18 03:47:38.029014508,0,17.8,control,0
746,53,Male,15,384,2022-09-18 12:11:09.934967484,0,49.77,treatment,0
747,52,Male,11,592,2022-09-18 20:34:41.840920460,0,30.29,control,0
748,36,Female,11,295,2022-09-19 04:58:13.746873436,0,32.5,control,0
749,37,Male,1,318,2022-09-19 13:21:45.652826412,1,24.91,control,0
750,35,Female,17,538,2022-09-19 21:45:17.558779388,0,39.72,control,0
751,64,Female,15,362,2022-09-20 06:08:49.464732368,0,40.94,treatment,1
752,58,Female,20,354,2022-09-20 14:32:21.370685344,0,16.34,control,0
753,66,Female,6,503,2022-09-20 22:55:53.276638320,0,29.18,treatment,0
754,31,Female,22,257,2022-09-21 07:19:25.182591296,0,28.56,treatment,1
755,32,Female,15,482,2022-09-21 15:42:57.088544272,0,49.11,treatment,0
756,48,Female,9,404,2022-09-22 00:06:28.994497248,0,41.55,treatment,0
757,18,Male,14,446,2022-09-22 08:30:00.900450224,0,18.39,treatment,1
758,20,Male,18,444,2022-09-22 16:53:32.806403200,0,24.18,treatment,0
759,33,Male,17,337,2022-09-23 01:17:04.712356180,0,22.86,treatment,0
760,40,Male,18,505,2022-09-23 09:40:36.618309156,0,32.97,control,0
761,28,Male,5,344,2022-09-23 18:04:08.524262132,0,42.58,treatment,1
762,29,Male,20,440,2022-09-24 02:27:40.430215108,0,30.87,control,0
763,27,Male,20,523,2022-09-24 10:51:12.336168084,0,34.01,control,0
764,49,Female,9,537,2022-09-24 19:14:44.242121060,0,24.69,treatment,0
765,33,Female,11,373,2022-09-25 03:38:16.148074036,1,24.42,treatment,0
766,25,Female,22,446,2022-09-25 12:01:48.054027012,0,26.22,control,0
767,55,Female,1,364,2022-09-25 20:25:19.959979992,0,16.87,control,1
768,29,Male,18,650,2022-09-26 04:48:51.865932968,1,25.95,treatment,0
769,41,Male,6,478,2022-09-26 13:12:23.771885944,0,29.92,treatment,1
770,45,Female,2,408,2022-09-26 21:35:55.677838920,0,21.22,control,1
771,25,Female,15,431,2022-09-27 05:59:27.583791896,1,25.73,control,0
772,45,Male,21,440,2022-09-27 14:22:59.489744872,0,23.87,treatment,0
773,53,Female,14,443,2022-09-27 22:46:31.395697848,0,34.87,control,0
774,43,Female,5,376,2022-09-28 07:10:03.301650824,1,18.96,control,0
775,25,Female,6,360,2022-09-28 15:33:35.207603800,0,42.35,treatment,0
776,67,Female,6,384,2022-09-28 23:57:07.113556780,0,28.1,control,1
777,45,Male,22,286,2022-09-29 08:20:39.019509756,0,16.6,treatment,0
778,45,Female,18,471,2022-09-29 16:44:10.925462732,0,36.48,treatment,0
779,54,Female,14,319,2022-09-30 01:07:42.831415708,0,42.32,treatment,0
780,58,Male,10,294,2022-09-30 09:31:14.737368684,0,26.58,control,1
781,53,Male,14,398,2022-09-30 17:54:46.643321660,1,24.04,treatment,0
782,44,Female,13,386,2022-10-01 02:18:18.549274636,1,28.29,control,0
783,34,Male,3,424,2022-10-01 10:41:50.455227612,1,26.66,treatment,0
784,26,Female,6,343,2022-10-01 19:05:22.361180592,0,36.73,treatment,0
785,50,Female,8,360,2022-10-02 03:28:54.267133568,0,23.6,control,1
786,37,Male,12,469,2022-10-02 11:52:26.173086544,1,33.53,control,0
787,30,Female,13,463,2022-10-02 20:15:58.079039520,1,22.45,control,0
788,45,Female,11,458,2022-10-03 04:39:29.984992496,0,31.77,treatment,0
789,65,Female,12,403,2022-10-03 13:03:01.890945472,0,23.8,control,0
790,46,Female,1,416,2022-10-03 21:26:33.796898448,0,46.48,treatment,0
791,30,Male,17,423,2022-10-04 05:50:05.702851424,0,40.1,control,0
792,63,Male,16,334,2022-10-04 14:13:37.608804404,0,37.92,treatment,0
793,52,Female,11,547,2022-10-04 22:37:09.514757380,0,41.47,treatment,1
794,23,Male,13,533,2022-10-05 07:00:41.420710356,0,30.55,treatment,0
795,35,Female,18,479,2022-10-05 15:24:13.326663332,0,27.03,treatment,0
796,68,Female,11,357,2022-10-05 23:47:45.232616308,0,21.29,control,0
797,22,Female,12,453,2022-10-06 08:11:17.138569284,0,24.37,control,0
798,64,Female,6,497,2022-10-06 16:34:49.044522260,0,21.89,treatment,0
799,42,Female,9,277,2022-10-07 00:58:20.950475236,0,25.78,treatment,1
800,19,Male,16,569,2022-10-07 09:21:52.856428216,0,32.21,control,0
801,27,Female,4,226,2022-10-07 17:45:24.762381192,0,37.31,control,0
802,47,Male,3,470,2022-10-08 02:08:56.668334168,0,37.09,control,0
803,67,Male,16,545,2022-10-08 10:32:28.574287144,0,20.63,control,0
804,62,Female,12,388,2022-10-08 18:56:00.480240120,0,35.51,control,0
805,22,Female,11,384,2022-10-09 03:19:32.386193096,1,20.83,control,0
806,50,Female,5,466,2022-10-09 11:43:04.292146072,0,27.97,treatment,0
807,18,Female,18,585,2022-10-09 20:06:36.198099048,0,39.58,control,0
808,35,Female,19,371,2022-10-10 04:30:08.104052028,0,37.01,control,0
809,49,Male,23,321,2022-10-10 12:53:40.010005004,1,25.24,treatment,0
810,64,Female,23,357,2022-10-10 21:17:11.915957980,0,47.53,control,0
811,66,Female,6,244,2022-10-11 05:40:43.821910956,0,24.27,control,0
812,28,Male,22,489,2022-10-11 14:04:15.727863932,0,37.66,control,0
813,38,Male,18,348,2022-10-11 22:27:47.633816908,0,37.37,treatment,0
814,43,Female,6,379,2022-10-12 06:51:19.539769884,1,23.88,control,0
815,42,Male,4,490,2022-10-12 15:14:51.445722860,0,31.43,treatment,0
816,39,Female,12,362,2022-10-12 23:38:23.351675836,0,37.27,control,0
817,44,Male,19,475,2022-10-13 08:01:55.257628816,0,20.12,treatment,0
818,66,Male,2,296,2022-10-13 16:25:27.163581792,0,30.8,control,0
819,30,Female,17,495,2022-10-14 00:48:59.069534768,0,37.94,control,0
820,50,Male,11,434,2022-10-14 09:12:30.975487744,0,38.46,control,0
821,51,Male,11,391,2022-10-14 17:36:02.881440720,0,26.82,treatment,0
822,58,Male,21,413,2022-10-15 01:59:34.787393696,0,42.35,control,0
823,52,Male,16,271,2022-10-15 10:23:06.693346672,0,40.44,control,0
824,18,Male,2,410,2022-10-15 18:46:38.599299648,0,31.93,treatment,0
825,38,Male,2,385,2022-10-16 03:10:10.505252628,0,24.73,treatment,0
826,65,Female,23,274,2022-10-16 11:33:42.411205604,0,20.67,treatment,0
827,23,Female,8,332,2022-10-16 19:57:14.317158580,0,33.02,control,0
828,45,Male,13,387,2022-10-17 04:20:46.223111556,0,41.72,treatment,0
829,34,Female,10,339,2022-10-17 12:44:18.129064532,0,28.82,control,0
830,22,Female,8,158,2022-10-17 21:07:50.035017508,0,23.13,treatment,1
831,48,Female,4,507,2022-10-18 05:31:21.940970484,0,36.6,treatment,0
832,22,Male,15,385,2022-10-18 13:54:53.846923460,0,31.4,control,0
833,55,Female,1,172,2022-10-18 22:18:25.752876440,0,34.13,control,1
834,20,Male,11,613,2022-10-19 06:41:57.658829416,0,25.8,control,0
835,40,Female,7,524,2022-10-19 15:05:29.564782392,0,27.04,control,0
836,54,Male,17,365,2022-10-19 23:29:01.470735368,1,19.59,treatment,0
837,54,Male,20,315,2022-10-20 07:52:33.376688344,0,33.99,treatment,0
838,27,Female,18,440,2022-10-20 16:16:05.282641320,1,28.63,treatment,1
839,27,Female,22,420,2022-10-21 00:39:37.188594296,0,34.74,control,0
840,36,Male,22,454,2022-10-21 09:03:09.094547272,0,25.03,control,0
841,34,Female,12,316,2022-10-21 17:26:41.000500252,0,33.98,treatment,0
842,38,Female,9,509,2022-10-22 01:50:12.906453228,1,29.89,treatment,0
843,31,Female,5,352,2022-10-22 10:13:44.812406204,0,32.65,control,1
844,26,Male,10,468,2022-10-22 18:37:16.718359180,0,37.34,treatment,0
845,63,Male,4,320,2022-10-23 03:00:48.624312156,0,26.15,treatment,0
846,18,Female,5,664,2022-10-23 11:24:20.530265132,0,35.54,treatment,1
847,68,Female,10,469,2022-10-23 19:47:52.436218108,0,31.87,control,1
848,62,Female,11,688,2022-10-24 04:11:24.342171084,0,23.52,treatment,1
849,30,Male,21,482,2022-10-24 12:34:56.248124064,0,14.74,control,0
850,21,Male,10,343,2022-10-24 20:58:28.154077040,0,16.45,treatment,0
851,18,Female,8,482,2022-10-25 05:22:00.060030016,0,12.33,control,0
852,66,Female,2,490,2022-10-25 13:45:31.965982992,0,33.41,treatment,0
853,57,Female,23,437,2022-10-25 22:09:03.871935968,0,27.4,treatment,0
854,49,Female,8,463,2022-10-26 06:32:35.777888944,1,25.09,treatment,0
855,51,Female,16,476,2022-10-26 14:56:07.683841920,1,20.67,control,0
856,45,Female,22,300,2022-10-26 23:19:39.589794896,1,25.43,treatment,0
857,48,Male,5,293,2022-10-27 07:43:11.495747872,0,34.89,treatment,1
858,25,Female,3,320,2022-10-27 16:06:43.401700852,1,18.83,control,0
859,56,Male,12,412,2022-10-28 00:30:15.307653828,0,30.83,control,0
860,43,Female,13,377,2022-10-28 08:53:47.213606804,0,31.15,treatment,0
861,51,Female,13,302,2022-10-28 17:17:19.119559780,0,41.13,treatment,0
862,20,Male,10,477,2022-10-29 01:40:51.025512756,0,13.96,treatment,1
863,67,Male,4,428,2022-10-29 10:04:22.931465732,1,20.77,treatment,0
864,29,Male,9,416,2022-10-29 18:27:54.837418708,0,36.92,treatment,0
865,18,Male,22,374,2022-10-30 02:51:26.743371684,0,38.86,control,0
866,61,Female,23,362,2022-10-30 11:14:58.649324664,0,33.42,treatment,0
867,22,Male,2,315,2022-10-30 19:38:30.555277640,0,28.53,control,0
868,47,Female,19,493,2022-10-31 04:02:02.461230616,0,44.89,control,0
869,47,Male,1,329,2022-10-31 12:25:34.367183592,0,31.42,treatment,1
870,34,Female,7,420,2022-10-31 20:49:06.273136568,0,30.25,control,0
871,65,Female,17,566,2022-11-01 05:12:38.179089544,0,40.65,treatment,1
872,64,Female,3,366,2022-11-01 13:36:10.085042520,0,33.8,control,0
873,40,Female,20,496,2022-11-01 21:59:41.990995496,0,37.52,control,0
874,32,Female,20,456,2022-11-02 06:23:13.896948476,0,38.46,treatment,1
875,54,Female,21,431,2022-11-02 14:46:45.802901452,1,26.48,treatment,1
876,38,Male,3,443,2022-11-02 23:10:17.708854428,0,44.14,control,0
877,31,Female,3,390,2022-11-03 07:33:49.614807404,0,10.3,treatment,1
878,19,Male,17,403,2022-11-03 15:57:21.520760380,0,14.16,treatment,1
879,28,Male,7,345,2022-11-04 00:20:53.426713356,0,24.56,control,1
880,68,Female,14,404,2022-11-04 08:44:25.332666332,0,26.61,control,0
881,56,Male,17,341,2022-11-04 17:07:57.238619308,0,32.9,control,0
882,55,Female,18,500,2022-11-05 01:31:29.144572288,0,24.48,treatment,0
883,51,Male,13,230,2022-11-05 09:55:01.050525264,0,29.9,treatment,0
884,55,Female,20,448,2022-11-05 18:18:32.956478240,0,28.36,treatment,0
885,67,Male,20,433,2022-11-06 02:42:04.862431216,0,46.04,control,0
886,51,Female,21,424,2022-11-06 11:05:36.768384192,0,23.56,treatment,0
887,35,Female,18,502,2022-11-06 19:29:08.674337168,0,16.54,control,0
888,47,Female,4,371,2022-11-07 03:52:40.580290144,1,28.85,control,1
889,32,Female,1,425,2022-11-07 12:16:12.486243120,0,24.29,control,0
890,44,Male,18,228,2022-11-07 20:39:44.392196100,0,29.27,control,0
891,68,Female,1,358,2022-11-08 05:03:16.298149076,0,24.83,control,0
892,51,Male,13,485,2022-11-08 13:26:48.204102052,1,30.09,control,0
893,69,Male,20,266,2022-11-08 21:50:20.110055028,0,19.01,control,0
894,55,Male,20,415,2022-11-09 06:13:52.016008004,0,7.61,treatment,0
895,50,Female,23,332,2022-11-09 14:37:23.921960980,0,40.37,control,0
896,41,Male,10,388,2022-11-09 23:00:55.827913956,1,26.29,treatment,0
897,32,Male,11,338,2022-11-10 07:24:27.733866932,1,20.17,treatment,0
898,47,Male,9,275,2022-11-10 15:47:59.639819908,0,40.1,treatment,1
899,59,Female,9,438,2022-11-11 00:11:31.545772888,0,22.67,treatment,1
900,68,Female,5,395,2022-11-11 08:35:03.451725864,0,30.49,treatment,0
901,34,Male,1,461,2022-11-11 16:58:35.357678840,0,34.04,control,0
902,22,Female,17,479,2022-11-12 01:22:07.263631816,0,29.13,treatment,1
903,46,Female,22,522,2022-11-12 09:45:39.169584792,0,27.5,treatment,0
904,21,Male,2,413,2022-11-12 18:09:11.075537768,0,28.29,treatment,0
905,27,Male,13,526,2022-11-13 02:32:42.981490744,0,38.67,control,0
906,34,Female,9,302,2022-11-13 10:56:14.887443720,0,27.93,treatment,0
907,27,Male,4,490,2022-11-13 19:19:46.793396700,0,34.8,treatment,0
908,34,Female,5,445,2022-11-14 03:43:18.699349676,0,32.78,treatment,0
909,37,Female,11,423,2022-11-14 12:06:50.605302652,1,24.33,treatment,0
910,41,Female,19,444,2022-11-14 20:30:22.511255628,0,32.42,control,0
911,22,Female,21,303,2022-11-15 04:53:54.417208604,0,17.69,treatment,0
912,51,Female,3,280,2022-11-15 13:17:26.323161580,0,33.21,control,0
913,23,Female,12,570,2022-11-15 21:40:58.229114556,0,37.13,control,0
914,19,Male,19,383,2022-11-16 06:04:30.135067532,0,38.97,treatment,1
915,30,Male,19,381,2022-11-16 14:28:02.041020512,0,22.38,treatment,0
916,60,Female,13,289,2022-11-16 22:51:33.946973488,0,25.71,control,0
917,60,Female,7,251,2022-11-17 07:15:05.852926464,0,32.27,treatment,0
918,65,Female,15,391,2022-11-17 15:38:37.758879440,0,26.19,treatment,1
919,28,Male,23,365,2022-11-18 00:02:09.664832416,1,24.81,treatment,0
920,68,Female,7,400,2022-11-18 08:25:41.570785392,0,25.67,control,1
921,64,Male,8,408,2022-11-18 16:49:13.476738368,1,34.67,control,0
922,40,Female,5,648,2022-11-19 01:12:45.382691344,1,29.03,treatment,0
923,33,Female,21,366,2022-11-19 09:36:17.288644324,0,43.51,treatment,1
924,48,Male,14,557,2022-11-19 17:59:49.194597300,0,31.0,control,0
925,28,Male,4,564,2022-11-20 02:23:21.100550276,0,34.53,control,0
926,33,Female,23,475,2022-11-20 10:46:53.006503252,0,37.69,control,1
927,25,Female,10,376,2022-11-20 19:10:24.912456228,0,13.6,control,0
928,21,Female,20,263,2022-11-21 03:33:56.818409204,1,31.3,control,0
929,57,Male,15,447,2022-11-21 11:57:28.724362180,0,30.82,control,0
930,21,Male,18,501,2022-11-21 20:21:00.630315156,0,42.45,control,1
931,42,Male,20,574,2022-11-22 04:44:32.536268136,0,35.04,treatment,0
932,20,Male,13,305,2022-11-22 13:08:04.442221112,0,32.64,control,1
933,49,Male,8,375,2022-11-22 21:31:36.348174088,0,28.18,control,0
934,20,Male,9,305,2022-11-23 05:55:08.254127064,0,33.41,treatment,0
935,44,Female,16,336,2022-11-23 14:18:40.160080040,0,25.23,treatment,0
936,46,Female,19,466,2022-11-23 22:42:12.066033016,0,23.76,treatment,0
937,49,Male,16,332,2022-11-24 07:05:43.971985992,0,24.46,control,0
938,67,Female,7,317,2022-11-24 15:29:15.877938968,0,40.72,control,0
939,68,Female,14,479,2022-11-24 23:52:47.783891948,0,23.28,treatment,1
940,36,Male,14,445,2022-11-25 08:16:19.689844924,0,26.81,treatment,1
941,38,Female,4,435,2022-11-25 16:39:51.595797900,0,33.77,treatment,1
942,22,Male,15,334,2022-11-26 01:03:23.501750876,0,22.96,control,0
943,35,Male,3,529,2022-11-26 09:26:55.407703852,0,31.81,treatment,1
944,45,Female,5,401,2022-11-26 17:50:27.313656828,0,31.81,control,0
945,59,Male,1,638,2022-11-27 02:13:59.219609804,0,25.0,control,0
946,39,Male,3,416,2022-11-27 10:37:31.125562780,0,27.93,control,0
947,38,Male,15,166,2022-11-27 19:01:03.031515756,0,22.45,control,0
948,23,Male,8,162,2022-11-28 03:24:34.937468736,0,41.06,treatment,0
949,18,Male,4,462,2022-11-28 11:48:06.843421712,0,32.06,treatment,0
950,22,Male,2,530,2022-11-28 20:11:38.749374688,1,28.26,treatment,0
951,58,Male,10,321,2022-11-29 04:35:10.655327664,0,31.01,control,0
952,29,Male,4,610,2022-11-29 12:58:42.561280640,0,31.37,treatment,0
953,43,Female,3,566,2022-11-29 21:22:14.467233616,0,12.05,control,0
954,63,Female,2,421,2022-11-30 05:45:46.373186592,0,40.72,control,0
955,51,Female,17,453,2022-11-30 14:09:18.279139568,1,21.6,control,0
956,66,Male,23,489,2022-11-30 22:32:50.185092548,0,46.72,treatment,0
957,31,Male,21,588,2022-12-01 06:56:22.091045524,1,26.72,control,0
958,43,Female,20,468,2022-12-01 15:19:53.996998500,0,20.99,control,0
959,62,Female,23,418,2022-12-01 23:43:25.902951476,0,27.49,treatment,1
960,44,Female,13,467,2022-12-02 08:06:57.808904452,0,37.38,treatment,0
961,26,Male,5,453,2022-12-02 16:30:29.714857428,0,28.1,treatment,1
962,43,Female,21,492,2022-12-03 00:54:01.620810404,0,39.43,control,0
963,64,Female,9,242,2022-12-03 09:17:33.526763380,0,26.99,control,0
964,39,Male,22,431,2022-12-03 17:41:05.432716360,0,29.37,treatment,0
965,64,Female,6,446,2022-12-04 02:04:37.338669336,0,37.6,control,0
966,47,Male,5,392,2022-12-04 10:28:09.244622312,1,20.76,control,0
967,60,Male,10,478,2022-12-04 18:51:41.150575288,0,22.6,treatment,1
968,65,Male,8,592,2022-12-05 03:15:13.056528264,0,33.47,treatment,0
969,34,Female,7,413,2022-12-05 11:38:44.962481240,0,31.34,treatment,0
970,43,Female,7,469,2022-12-05 20:02:16.868434216,0,22.71,treatment,0
971,53,Male,6,560,2022-12-06 04:25:48.774387192,0,18.88,treatment,1
972,18,Female,21,416,2022-12-06 12:49:20.680340172,0,14.55,treatment,1
973,25,Female,20,311,2022-12-06 21:12:52.586293148,0,27.64,treatment,0
974,66,Female,3,461,2022-12-07 05:36:24.492246124,0,29.57,treatment,0
975,52,Female,19,179,2022-12-07 13:59:56.398199100,0,34.04,control,1
976,69,Male,22,170,2022-12-07 22:23:28.304152076,0,36.56,control,0
977,32,Female,15,433,2022-12-08 06:47:00.210105052,0,26.69,control,0
978,64,Male,4,165,2022-12-08 15:10:32.116058028,0,29.34,control,0
979,39,Male,12,268,2022-12-08 23:34:04.022011004,0,23.93,control,0
980,31,Female,6,361,2022-12-09 07:57:35.927963984,0,30.7,control,0
981,43,Male,19,327,2022-12-09 16:21:07.833916960,1,15.09,control,1
982,45,Female,4,385,2022-12-10 00:44:39.739869936,0,30.81,control,0
983,40,Female,15,511,2022-12-10 09:08:11.645822912,0,39.31,control,0
984,31,Male,9,423,2022-12-10 17:31:43.551775888,0,37.61,control,0
985,41,Male,5,316,2022-12-11 01:55:15.457728864,0,41.66,control,0
986,19,Male,13,535,2022-12-11 10:18:47.363681840,0,31.03,treatment,0
987,62,Male,23,257,2022-12-11 18:42:19.269634816,0,25.74,control,0
988,43,Female,18,422,2022-12-12 03:05:51.175587792,0,34.97,treatment,0
989,31,Female,5,245,2022-12-12 11:29:23.081540772,1,30.72,control,0
990,68,Female,16,425,2022-12-12 19:52:54.987493748,0,34.72,treatment,0
991,24,Male,19,368,2022-12-13 04:16:26.893446724,0,24.7,control,0
992,20,Male,14,508,2022-12-13 12:39:58.799399700,0,23.37,treatment,1
993,64,Male,16,472,2022-12-13 21:03:30.705352676,0,39.73,control,0
994,40,Female,15,341,2022-12-14 05:27:02.611305652,0,21.9,treatment,1
995,63,Male,22,322,2022-12-14 13:50:34.517258628,1,23.98,control,0
996,60,Female,4,368,2022-12-14 22:14:06.423211604,0,34.69,treatment,1
997,64,Male,7,587,2022-12-15 06:37:38.329164584,0,30.75,control,0
998,62,Female,16,561,2022-12-15 15:01:10.235117560,0,14.86,treatment,0
999,35,Female,22,303,2022-12-15 23:24:42.141070536,0,41.89,treatment,1
1000,55,Male,21,480,2022-12-16 07:48:14.047023512,1,26.39,treatment,0
1001,52,Male,22,226,2022-12-16 16:11:45.952976488,0,37.63,treatment,1
1002,68,Female,21,355,2022-12-17 00:35:17.858929464,0,24.47,treatment,0
1003,32,Female,8,307,2022-12-17 08:58:49.764882440,0,23.83,treatment,1
1004,42,Male,17,506,2022-12-17 17:22:21.670835416,0,35.35,treatment,0
1005,54,Male,16,270,2022-12-18 01:45:53.576788396,0,34.31,treatment,1
1006,45,Female,23,442,2022-12-18 10:09:25.482741372,0,20.84,control,0
1007,27,Male,10,400,2022-12-18 18:32:57.388694348,0,41.49,control,0
1008,56,Female,10,382,2022-12-19 02:56:29.294647324,0,28.35,control,0
1009,34,Female,2,567,2022-12-19 11:20:01.200600300,1,18.18,treatment,0
1010,56,Male,9,575,2022-12-19 19:43:33.106553276,0,27.62,treatment,0
1011,39,Male,17,385,2022-12-20 04:07:05.012506252,0,21.18,control,0
1012,43,Male,11,365,2022-12-20 12:30:36.918459228,0,35.88,control,1
1013,61,Male,10,249,2022-12-20 20:54:08.824412208,0,32.32,treatment,0
1014,42,Male,22,399,2022-12-21 05:17:40.730365184,1,26.14,treatment,0
1015,34,Female,17,595,2022-12-21 13:41:12.636318160,0,37.55,control,1
1016,30,Female,4,387,2022-12-21 22:04:44.542271136,0,30.44,treatment,0
1017,37,Male,16,472,2022-12-22 06:28:16.448224112,0,30.61,control,0
1018,42,Male,20,260,2022-12-22 14:51:48.354177088,0,44.21,treatment,0
1019,21,Male,15,356,2022-12-22 23:15:20.260130064,0,17.14,control,0
1020,27,Female,21,446,2022-12-23 07:38:52.166083040,0,17.03,control,0
1021,20,Male,5,410,2022-12-23 16:02:24.072036020,1,22.41,treatment,0
1022,58,Male,6,482,2022-12-24 00:25:55.977988996,0,32.91,control,0
1023,62,Female,17,339,2022-12-24 08:49:27.883941972,1,28.53,treatment,0
1024,35,Female,1,225,2022-12-24 17:12:59.789894948,0,27.76,treatment,1
1025,64,Male,19,512,2022-12-25 01:36:31.695847924,0,22.46,treatment,0
1026,53,Male,4,306,2022-12-25 10:00:03.601800900,0,43.32,treatment,0
1027,64,Male,17,450,2022-12-25 18:23:35.507753876,0,46.01,treatment,1
1028,39,Female,9,445,2022-12-26 02:47:07.413706852,0,37.19,control,1
1029,51,Male,2,233,2022-12-26 11:10:39.319659828,1,20.61,treatment,1
1030,64,Male,8,504,2022-12-26 19:34:11.225612808,1,18.07,treatment,0
1031,25,Male,15,343,2022-12-27 03:57:43.131565784,1,27.0,control,0
1032,57,Female,7,405,2022-12-27 12:21:15.037518760,0,29.63,treatment,0
1033,66,Female,6,364,2022-12-27 20:44:46.943471736,1,22.69,control,0
1034,61,Male,1,562,2022-12-28 05:08:18.849424712,0,39.98,treatment,1
1035,36,Male,15,534,2022-12-28 13:31:50.755377688,0,45.26,control,0
1036,59,Female,23,218,2022-12-28 21:55:22.661330664,0,24.76,treatment,1
1037,58,Female,7,625,2022-12-29 06:18:54.567283640,0,30.65,treatment,0
1038,54,Female,17,332,2022-12-29 14:42:26.473236620,0,26.47,treatment,0
1039,23,Female,2,610,2022-12-29 23:05:58.379189596,0,13.99,treatment,1
1040,69,Female,9,374,2022-12-30 07:29:30.285142572,1,25.83,treatment,0
1041,43,Female,9,365,2022-12-30 15:53:02.191095548,0,34.51,control,0
1042,51,Female,13,375,2022-12-31 00:16:34.097048524,0,25.63,control,0
1043,62,Female,6,359,2022-12-31 08:40:06.003001500,1,17.91,treatment,0
1044,23,Female,6,652,2022-12-31 17:03:37.908954476,0,26.93,control,0
1045,54,Male,20,392,2023-01-01 01:27:09.814907452,1,31.36,treatment,0
1046,50,Male,20,369,2023-01-01 09:50:41.720860432,0,40.7,treatment,0
1047,39,Male,21,407,2023-01-01 18:14:13.626813408,0,24.3,treatment,0
1048,38,Female,3,303,2023-01-02 02:37:45.532766384,0,38.86,control,0
1049,23,Male,17,559,2023-01-02 11:01:17.438719360,0,34.98,treatment,0
1050,23,Female,17,252,2023-01-02 19:24:49.344672336,0,33.31,control,0
1051,65,Female,12,338,2023-01-03 03:48:21.250625312,0,19.65,treatment,1
1052,21,Male,16,493,2023-01-03 12:11:53.156578288,0,20.0,treatment,1
1053,47,Female,15,404,2023-01-03 20:35:25.062531264,1,32.46,control,0
1054,28,Male,13,454,2023-01-04 04:58:56.968484244,0,27.39,treatment,0
1055,47,Male,23,553,2023-01-04 13:22:28.874437220,0,44.41,control,0
1056,48,Male,1,500,2023-01-04 21:46:00.780390196,0,24.7,treatment,0
1057,41,Female,17,413,2023-01-05 06:09:32.686343172,0,36.17,treatment,1
1058,26,Male,3,608,2023-01-05 14:33:04.592296148,0,26.28,treatment,1
1059,20,Female,15,337,2023-01-05 22:56:36.498249124,1,24.85,control,1
1060,68,Male,4,389,2023-01-06 07:20:08.404202100,0,29.5,treatment,0
1061,48,Male,4,396,2023-01-06 15:43:40.310155076,0,31.42,control,0
1062,57,Male,18,389,2023-01-07 00:07:12.216108056,0,32.96,treatment,0
1063,54,Female,17,293,2023-01-07 08:30:44.122061032,0,28.0,treatment,0
1064,53,Female,19,241,2023-01-07 16:54:16.028014008,0,33.0,control,0
1065,41,Female,11,441,2023-01-08 01:17:47.933966984,0,39.87,treatment,1
1066,48,Male,20,336,2023-01-08 09:41:19.839919960,0,23.97,treatment,0
1067,23,Male,3,590,2023-01-08 18:04:51.745872936,0,39.49,control,0
